album,artists,disc_number,duration_ms,episode,explicit,external_ids,external_urls,href,id,is_local,name,popularity,preview_url,track,track_number,type,uri,available_markets
Analogue,['ODIE'],1,193201,FALSE,TRUE,{'isrc': 'USUYG1187305'},{'spotify': 'https://open.spotify.com/track/4bsk2DaGmyhLhCeSXxmDuX'},https://api.spotify.com/v1/tracks/4bsk2DaGmyhLhCeSXxmDuX,4bsk2DaGmyhLhCeSXxmDuX,FALSE,Story,55,https://p.scdn.co/mp3-preview/86d542fa8b5c236dbd7b80f2aa33bbf41f274a51?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,3,track,spotify:track:4bsk2DaGmyhLhCeSXxmDuX,
Sunlit Youth,['Local Natives'],1,237693,FALSE,FALSE,{'isrc': 'USC4R1601926'},{'spotify': 'https://open.spotify.com/track/53I7CviVHhNYEKth717RLG'},https://api.spotify.com/v1/tracks/53I7CviVHhNYEKth717RLG,53I7CviVHhNYEKth717RLG,FALSE,Coins,53,https://p.scdn.co/mp3-preview/d97298924c1a17f0a70e8c17947f1830ca803b8d?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,7,track,spotify:track:53I7CviVHhNYEKth717RLG,
Mother May I Sleep With Danger? (A COLORS SHOW),['Joy Crookes'],1,206921,FALSE,FALSE,{'isrc': 'GBARL1900951'},{'spotify': 'https://open.spotify.com/track/0OCUXUqaMNt9TFsqw4KDG9'},https://api.spotify.com/v1/tracks/0OCUXUqaMNt9TFsqw4KDG9,0OCUXUqaMNt9TFsqw4KDG9,FALSE,Mother May I Sleep With Danger? - A COLORS SHOW,37,https://p.scdn.co/mp3-preview/359e8a95fa49ab3e5f7edf20c78cd8fd03bcab19?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:0OCUXUqaMNt9TFsqw4KDG9,
Sober,['Mahalia'],1,266287,FALSE,FALSE,{'isrc': 'GBAHS1700529'},{'spotify': 'https://open.spotify.com/track/3C57ewlHARCVqeH3KiYkma'},https://api.spotify.com/v1/tracks/3C57ewlHARCVqeH3KiYkma,3C57ewlHARCVqeH3KiYkma,FALSE,Sober,57,https://p.scdn.co/mp3-preview/062ae1ff34b328fd247778617065c4aae2e62092?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:3C57ewlHARCVqeH3KiYkma,
Another Tape,['Two Another'],1,235568,FALSE,FALSE,{'isrc': 'GBKPL1824207'},{'spotify': 'https://open.spotify.com/track/5vqjvuNViINnypB6MqDSMB'},https://api.spotify.com/v1/tracks/5vqjvuNViINnypB6MqDSMB,5vqjvuNViINnypB6MqDSMB,FALSE,Coming Alive,61,https://p.scdn.co/mp3-preview/ccfffa3133106fb7589a66cc7000633449013809?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,3,track,spotify:track:5vqjvuNViINnypB6MqDSMB,
They Might've Even Loved Me,"['NoMBe', 'Thutmose']",1,213698,FALSE,FALSE,{'isrc': 'QM24S1703057'},{'spotify': 'https://open.spotify.com/track/0prDgONnOYjucz3LY4o5Te'},https://api.spotify.com/v1/tracks/0prDgONnOYjucz3LY4o5Te,0prDgONnOYjucz3LY4o5Te,FALSE,Summer's Gone,62,https://p.scdn.co/mp3-preview/c82c5a26af58fe7a42bd506e5b1bfdb130768b3f?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,16,track,spotify:track:0prDgONnOYjucz3LY4o5Te,
Blood Type,['Cautious Clay'],1,202597,FALSE,TRUE,{'isrc': 'TCADF1765483'},{'spotify': 'https://open.spotify.com/track/6DwiGVCgXGREeCyJZtX7S1'},https://api.spotify.com/v1/tracks/6DwiGVCgXGREeCyJZtX7S1,6DwiGVCgXGREeCyJZtX7S1,FALSE,Cold War,63,https://p.scdn.co/mp3-preview/8d1e1b4b4f10dfd4ab8bda78e80b0d0ae478e6ae?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,6,track,spotify:track:6DwiGVCgXGREeCyJZtX7S1,
The Color Of You,"['Alina Baraz', 'Khalid']",1,246327,FALSE,FALSE,{'isrc': 'USQE91500375'},{'spotify': 'https://open.spotify.com/track/2mj7x99sNUsVHPBRK51zlG'},https://api.spotify.com/v1/tracks/2mj7x99sNUsVHPBRK51zlG,2mj7x99sNUsVHPBRK51zlG,FALSE,Electric (feat. Khalid),66,https://p.scdn.co/mp3-preview/ad2210a6c11f9e037050feaa088783fb7ad48f8e?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,9,track,spotify:track:2mj7x99sNUsVHPBRK51zlG,
sotto voce,['slenderbodies'],1,183157,FALSE,FALSE,{'isrc': 'SEYOK1632441'},{'spotify': 'https://open.spotify.com/track/6k8Z9CtoRLk9mXarke5LHQ'},https://api.spotify.com/v1/tracks/6k8Z9CtoRLk9mXarke5LHQ,6k8Z9CtoRLk9mXarke5LHQ,FALSE,gray,51,https://p.scdn.co/mp3-preview/ffe74e24cb283e2435bf4ce0c8c849abdf044596?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:6k8Z9CtoRLk9mXarke5LHQ,
Ocean,['John Butler'],1,699261,FALSE,FALSE,{'isrc': 'AUFC01500001'},{'spotify': 'https://open.spotify.com/track/59tcQJiHwApzE4h6yVnL9i'},https://api.spotify.com/v1/tracks/59tcQJiHwApzE4h6yVnL9i,59tcQJiHwApzE4h6yVnL9i,FALSE,Ocean,49,https://p.scdn.co/mp3-preview/182e1fc3028c04f546a3d4cceca7e1251f2958ce?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:59tcQJiHwApzE4h6yVnL9i,
Shakey Graves on Audiotree Live (2013),['Shakey Graves'],1,291596,FALSE,FALSE,{'isrc': 'QM99V1421501'},{'spotify': 'https://open.spotify.com/track/1Yxbxg5R6dQcYmOdjvlXP0'},https://api.spotify.com/v1/tracks/1Yxbxg5R6dQcYmOdjvlXP0,1Yxbxg5R6dQcYmOdjvlXP0,FALSE,Roll The Bones - Audiotree Live Version,59,https://p.scdn.co/mp3-preview/2417cd3945a098b2501546cac091bf8bd7b3e939?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:1Yxbxg5R6dQcYmOdjvlXP0,
A/B,['KALEO'],1,213706,FALSE,FALSE,{'isrc': 'USAT21502122'},{'spotify': 'https://open.spotify.com/track/0y1QJc3SJVPKJ1OvFmFqe6'},https://api.spotify.com/v1/tracks/0y1QJc3SJVPKJ1OvFmFqe6,0y1QJc3SJVPKJ1OvFmFqe6,FALSE,Way down We Go,79,https://p.scdn.co/mp3-preview/7a390a327ec5e28656cae64a9e20a5b6d8749a9d?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,2,track,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,
A/B,['KALEO'],1,269893,FALSE,FALSE,{'isrc': 'ISV441421101'},{'spotify': 'https://open.spotify.com/track/0QQIhT6PtJ5glyn4HKNKQ6'},https://api.spotify.com/v1/tracks/0QQIhT6PtJ5glyn4HKNKQ6,0QQIhT6PtJ5glyn4HKNKQ6,FALSE,All the Pretty Girls,69,https://p.scdn.co/mp3-preview/6e4a6b61ed76cb5dd236107251b8902b842c71dd?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,6,track,spotify:track:0QQIhT6PtJ5glyn4HKNKQ6,
Woman,['Mumford & Sons'],1,202547,FALSE,FALSE,{'isrc': 'GBUM71902386'},{'spotify': 'https://open.spotify.com/track/29s6QMJYnt4Sod2AKdQtO9'},https://api.spotify.com/v1/tracks/29s6QMJYnt4Sod2AKdQtO9,29s6QMJYnt4Sod2AKdQtO9,FALSE,Woman,19,,TRUE,1,track,spotify:track:29s6QMJYnt4Sod2AKdQtO9,[]
Brol,['Angèle'],1,189480,FALSE,FALSE,{'isrc': 'BE8HB1800006'},{'spotify': 'https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa'},https://api.spotify.com/v1/tracks/2jX5c5RFp0A9E1GDsvGxIa,2jX5c5RFp0A9E1GDsvGxIa,FALSE,Balance ton quoi,66,https://p.scdn.co/mp3-preview/28cff3d80b0dd0334cc5d16003e6d384714bf7f5?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,2,track,spotify:track:2jX5c5RFp0A9E1GDsvGxIa,
Demo 001,['Wiley from Atlanta'],1,223101,FALSE,TRUE,{'isrc': 'QM24S1840135'},{'spotify': 'https://open.spotify.com/track/4NeHCGpTPVCudqVpJiT7O9'},https://api.spotify.com/v1/tracks/4NeHCGpTPVCudqVpJiT7O9,4NeHCGpTPVCudqVpJiT7O9,FALSE,Pink Skies (Demo),61,https://p.scdn.co/mp3-preview/c373ad7b728739c78f11c4f232c40e1f4ea83433?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:4NeHCGpTPVCudqVpJiT7O9,
Home For Now,['Benji Lewis'],1,222439,FALSE,FALSE,{'isrc': 'uscgh1748607'},{'spotify': 'https://open.spotify.com/track/3XWUy9BZzFYd5cQSDY3nae'},https://api.spotify.com/v1/tracks/3XWUy9BZzFYd5cQSDY3nae,3XWUy9BZzFYd5cQSDY3nae,FALSE,Drift,0,,TRUE,2,track,spotify:track:3XWUy9BZzFYd5cQSDY3nae,[]
Berhana,['Berhana'],1,261102,FALSE,TRUE,{'isrc': 'USYBL1600647'},{'spotify': 'https://open.spotify.com/track/1x1BKrrpq7CfOZPBeUsx16'},https://api.spotify.com/v1/tracks/1x1BKrrpq7CfOZPBeUsx16,1x1BKrrpq7CfOZPBeUsx16,FALSE,Grey Luh,54,https://p.scdn.co/mp3-preview/c7db02b6a1df155decda951e9b0e1160d1de221e?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,6,track,spotify:track:1x1BKrrpq7CfOZPBeUsx16,
La Musica Popular De Verdun,['Clay and Friends'],1,184826,FALSE,TRUE,{'isrc': 'CAIKK1800005'},{'spotify': 'https://open.spotify.com/track/5HMWTWIwg22WPZwibisIth'},https://api.spotify.com/v1/tracks/5HMWTWIwg22WPZwibisIth,5HMWTWIwg22WPZwibisIth,FALSE,Sweat and Smokes,43,https://p.scdn.co/mp3-preview/0bd88a6ae94ab6705495eecaa1e18e04e88f0c93?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,5,track,spotify:track:5HMWTWIwg22WPZwibisIth,
Leftovers,['Dennis Lloyd'],1,192628,FALSE,FALSE,{'isrc': 'uscgh1715635'},{'spotify': 'https://open.spotify.com/track/0dcuGoAIPAT7OrP5CGSVBA'},https://api.spotify.com/v1/tracks/0dcuGoAIPAT7OrP5CGSVBA,0dcuGoAIPAT7OrP5CGSVBA,FALSE,Leftovers,61,https://p.scdn.co/mp3-preview/f5ce606aa82303bece55faac357f0ca398a9e1c6?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:0dcuGoAIPAT7OrP5CGSVBA,
Hozier,['Hozier'],1,219213,FALSE,FALSE,{'isrc': 'USSM11307293'},{'spotify': 'https://open.spotify.com/track/7uY7jZs5srSx3xMmyCI48T'},https://api.spotify.com/v1/tracks/7uY7jZs5srSx3xMmyCI48T,7uY7jZs5srSx3xMmyCI48T,FALSE,Angel of Small Death and the Codeine Scene,47,https://p.scdn.co/mp3-preview/56106a92ad809320bd6cb56c8b8477a34c725cd2?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,2,track,spotify:track:7uY7jZs5srSx3xMmyCI48T,
Mila 809,['Ashh'],1,221985,FALSE,TRUE,{'isrc': 'FR8PB1700010'},{'spotify': 'https://open.spotify.com/track/4l1Uz65pAxfYRvT5esJYy2'},https://api.spotify.com/v1/tracks/4l1Uz65pAxfYRvT5esJYy2,4l1Uz65pAxfYRvT5esJYy2,FALSE,Lolita,60,https://p.scdn.co/mp3-preview/d9a50469e798ba2fae274a7e9d4a59f53bea6c03?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,6,track,spotify:track:4l1Uz65pAxfYRvT5esJYy2,
something more,['j ember'],1,196022,FALSE,FALSE,{'isrc': 'CAGEF1800001'},{'spotify': 'https://open.spotify.com/track/7rP2j96yHkABXBAKpMAFs9'},https://api.spotify.com/v1/tracks/7rP2j96yHkABXBAKpMAFs9,7rP2j96yHkABXBAKpMAFs9,FALSE,something more,52,https://p.scdn.co/mp3-preview/7c6710c96d60d1b5edc43cd7a77048826931b4e7?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:7rP2j96yHkABXBAKpMAFs9,
"For Emma, Forever Ago",['Bon Iver'],1,238520,FALSE,FALSE,{'isrc': 'US38Y0811503'},{'spotify': 'https://open.spotify.com/track/2cbic3TiUENlJX91y67ARR'},https://api.spotify.com/v1/tracks/2cbic3TiUENlJX91y67ARR,2cbic3TiUENlJX91y67ARR,FALSE,Skinny Love,1,,TRUE,3,track,spotify:track:2cbic3TiUENlJX91y67ARR,[]
Hozier (Expanded Edition),['Hozier'],1,283466,FALSE,FALSE,{'isrc': 'USSM11405190'},{'spotify': 'https://open.spotify.com/track/5aRZk9oWIYUB5alrTs8TTV'},https://api.spotify.com/v1/tracks/5aRZk9oWIYUB5alrTs8TTV,5aRZk9oWIYUB5alrTs8TTV,FALSE,From Eden,64,https://p.scdn.co/mp3-preview/19d68dfbc0dafe7b3e514b2169bcc5b41567b007?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,6,track,spotify:track:5aRZk9oWIYUB5alrTs8TTV,
Beige,"['TOBi', 'Harrison']",1,171000,FALSE,TRUE,{'isrc': 'USRC11902826'},{'spotify': 'https://open.spotify.com/track/55kxuWtCLOZ9LD7paQylnO'},https://api.spotify.com/v1/tracks/55kxuWtCLOZ9LD7paQylnO,55kxuWtCLOZ9LD7paQylnO,FALSE,Beige,29,https://p.scdn.co/mp3-preview/a3af8f20f1de5374ed1abaf8702dc242aab6c653?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:55kxuWtCLOZ9LD7paQylnO,
Six Speed,['Current Blue'],1,120000,FALSE,TRUE,{'isrc': 'QZDA61915993'},{'spotify': 'https://open.spotify.com/track/38loOBAgDgCW4pFWyH9cey'},https://api.spotify.com/v1/tracks/38loOBAgDgCW4pFWyH9cey,38loOBAgDgCW4pFWyH9cey,FALSE,Six Speed,51,https://p.scdn.co/mp3-preview/2f1a7dfcb55349f81c8724c42c57bb7b7db1bdb5?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:38loOBAgDgCW4pFWyH9cey,
The Kids Are Coming,['Tones And I'],1,209438,FALSE,FALSE,{'isrc': 'QZES71982312'},{'spotify': 'https://open.spotify.com/track/5ZULALImTm80tzUbYQYM9d'},https://api.spotify.com/v1/tracks/5ZULALImTm80tzUbYQYM9d,5ZULALImTm80tzUbYQYM9d,FALSE,Dance Monkey,72,https://p.scdn.co/mp3-preview/69bd9b5e4698ed9c4cbd35f78acbb4937eba3ecc?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,2,track,spotify:track:5ZULALImTm80tzUbYQYM9d,
Mila 809,['Ashh'],1,150356,FALSE,TRUE,{'isrc': 'FR8PB1700040'},{'spotify': 'https://open.spotify.com/track/5UM7HBNH3Y3YJY9I52lsTx'},https://api.spotify.com/v1/tracks/5UM7HBNH3Y3YJY9I52lsTx,5UM7HBNH3Y3YJY9I52lsTx,FALSE,Saisons,37,https://p.scdn.co/mp3-preview/fc162a586418bfe472be3e2d4a4b6bf9725d21b1?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:5UM7HBNH3Y3YJY9I52lsTx,
CRUISE,['Ashh'],1,241352,FALSE,TRUE,{'isrc': 'FR0Z50026091'},{'spotify': 'https://open.spotify.com/track/0PT8bMUkb6Jnp449XpT9Sb'},https://api.spotify.com/v1/tracks/0PT8bMUkb6Jnp449XpT9Sb,0PT8bMUkb6Jnp449XpT9Sb,FALSE,Motel,41,https://p.scdn.co/mp3-preview/5c823419ef99b69a73a33a5f16629554296eb09b?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,2,track,spotify:track:0PT8bMUkb6Jnp449XpT9Sb,
The Color Of You,"['Alina Baraz', 'Khalid']",1,246327,FALSE,FALSE,{'isrc': 'USQE91500375'},{'spotify': 'https://open.spotify.com/track/2mj7x99sNUsVHPBRK51zlG'},https://api.spotify.com/v1/tracks/2mj7x99sNUsVHPBRK51zlG,2mj7x99sNUsVHPBRK51zlG,FALSE,Electric (feat. Khalid),66,https://p.scdn.co/mp3-preview/ad2210a6c11f9e037050feaa088783fb7ad48f8e?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,9,track,spotify:track:2mj7x99sNUsVHPBRK51zlG,
Old School Turntables,['Matt DiMona'],1,264786,FALSE,FALSE,{'isrc': 'QM24S1703561'},{'spotify': 'https://open.spotify.com/track/3ijo1UGnywzuH1YIqnSdo3'},https://api.spotify.com/v1/tracks/3ijo1UGnywzuH1YIqnSdo3,3ijo1UGnywzuH1YIqnSdo3,FALSE,Old School Turntables,41,https://p.scdn.co/mp3-preview/85fa9fd3e065fdcd760d822164b202a8f81c753c?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:3ijo1UGnywzuH1YIqnSdo3,
Home For Now,['Benji Lewis'],1,222439,FALSE,FALSE,{'isrc': 'uscgh1748607'},{'spotify': 'https://open.spotify.com/track/3XWUy9BZzFYd5cQSDY3nae'},https://api.spotify.com/v1/tracks/3XWUy9BZzFYd5cQSDY3nae,3XWUy9BZzFYd5cQSDY3nae,FALSE,Drift,0,,TRUE,2,track,spotify:track:3XWUy9BZzFYd5cQSDY3nae,[]
Lady Lady,['Masego'],1,186400,FALSE,FALSE,{'isrc': 'QZD5H1800021'},{'spotify': 'https://open.spotify.com/track/5KaIIT6ijzJvlZPPiJby36'},https://api.spotify.com/v1/tracks/5KaIIT6ijzJvlZPPiJby36,5KaIIT6ijzJvlZPPiJby36,FALSE,Prone,59,https://p.scdn.co/mp3-preview/1ceca8d4a34612657b396ff1b49949a499b51127?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,5,track,spotify:track:5KaIIT6ijzJvlZPPiJby36,
Marbled,"['Abhi The Nomad', 'Harrison Sands', 'Copper King']",1,217777,FALSE,FALSE,{'isrc': 'USTB11700036'},{'spotify': 'https://open.spotify.com/track/0G2wimhVoDYXbQ6csDxtSf'},https://api.spotify.com/v1/tracks/0G2wimhVoDYXbQ6csDxtSf,0G2wimhVoDYXbQ6csDxtSf,FALSE,Sex n' Drugs,58,https://p.scdn.co/mp3-preview/daa19aa2610c67952b94251700fa89bba5b0b6f9?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,4,track,spotify:track:0G2wimhVoDYXbQ6csDxtSf,
Berhana,['Berhana'],1,261102,FALSE,TRUE,{'isrc': 'USYBL1600647'},{'spotify': 'https://open.spotify.com/track/1x1BKrrpq7CfOZPBeUsx16'},https://api.spotify.com/v1/tracks/1x1BKrrpq7CfOZPBeUsx16,1x1BKrrpq7CfOZPBeUsx16,FALSE,Grey Luh,54,https://p.scdn.co/mp3-preview/c7db02b6a1df155decda951e9b0e1160d1de221e?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,6,track,spotify:track:1x1BKrrpq7CfOZPBeUsx16,
Tadow,"['Masego', 'FKJ']",1,301639,FALSE,FALSE,{'isrc': 'QM24S1703810'},{'spotify': 'https://open.spotify.com/track/1DoS5ql0TW3ejjJGHbsAmz'},https://api.spotify.com/v1/tracks/1DoS5ql0TW3ejjJGHbsAmz,1DoS5ql0TW3ejjJGHbsAmz,FALSE,Tadow,0,,TRUE,1,track,spotify:track:1DoS5ql0TW3ejjJGHbsAmz,[]
Lost & Found,['Jorja Smith'],1,250454,FALSE,FALSE,{'isrc': 'US23A1500072'},{'spotify': 'https://open.spotify.com/track/1It1TxBK3xIQAB4xJkPevn'},https://api.spotify.com/v1/tracks/1It1TxBK3xIQAB4xJkPevn,1It1TxBK3xIQAB4xJkPevn,FALSE,Blue Lights,67,https://p.scdn.co/mp3-preview/737af7bcd53ef44f2a512616fd00c6a1b2af140e?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,8,track,spotify:track:1It1TxBK3xIQAB4xJkPevn,
Navajo,['Masego'],1,194157,FALSE,FALSE,{'isrc': 'QM24S1702110'},{'spotify': 'https://open.spotify.com/track/6zWU7YALeEDMcPGhKKZJhV'},https://api.spotify.com/v1/tracks/6zWU7YALeEDMcPGhKKZJhV,6zWU7YALeEDMcPGhKKZJhV,FALSE,Navajo,68,https://p.scdn.co/mp3-preview/a4fb91ce9a9b812c115fa0ea78057255dd66c0d8?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:6zWU7YALeEDMcPGhKKZJhV,
Now That The Light Is Fading,['Maggie Rogers'],1,189400,FALSE,FALSE,{'isrc': 'TCACP1637730'},{'spotify': 'https://open.spotify.com/track/4DyfJFTQb27adTDdhFeSgD'},https://api.spotify.com/v1/tracks/4DyfJFTQb27adTDdhFeSgD,4DyfJFTQb27adTDdhFeSgD,FALSE,Alaska,48,https://p.scdn.co/mp3-preview/706c6a1e34d08684e4cda25eceff602ba3b67c53?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,2,track,spotify:track:4DyfJFTQb27adTDdhFeSgD,
channel ORANGE,['Frank Ocean'],1,224146,FALSE,TRUE,{'isrc': 'USUM71207184'},{'spotify': 'https://open.spotify.com/track/5lcyIeEfwZTs8Ajw3kdF7P'},https://api.spotify.com/v1/tracks/5lcyIeEfwZTs8Ajw3kdF7P,5lcyIeEfwZTs8Ajw3kdF7P,FALSE,Crack Rock,66,https://p.scdn.co/mp3-preview/e52c762c88214dc2e0ffb0814854c89fb0542f22?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,9,track,spotify:track:5lcyIeEfwZTs8Ajw3kdF7P,
This Old Dog,['Mac DeMarco'],1,181586,FALSE,FALSE,{'isrc': 'QMMZN1701303'},{'spotify': 'https://open.spotify.com/track/2N4idqj9TT3HnH2OFT9j0v'},https://api.spotify.com/v1/tracks/2N4idqj9TT3HnH2OFT9j0v,2N4idqj9TT3HnH2OFT9j0v,FALSE,Still Beating,0,,TRUE,6,track,spotify:track:2N4idqj9TT3HnH2OFT9j0v,[]
The Story of Us,"['Quinn XCII', 'Chelsea Cutler']",1,240013,FALSE,FALSE,{'isrc': 'USSM11705903'},{'spotify': 'https://open.spotify.com/track/7cM9Kqto11iJpY2RwgVJSq'},https://api.spotify.com/v1/tracks/7cM9Kqto11iJpY2RwgVJSq,7cM9Kqto11iJpY2RwgVJSq,FALSE,Flare Guns,61,https://p.scdn.co/mp3-preview/38119f890a052c5f947e9dd5eb9f22bff8f3161e?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,4,track,spotify:track:7cM9Kqto11iJpY2RwgVJSq,
Can't Buy the Mood,['Tora'],1,197647,FALSE,FALSE,{'isrc': 'AUOPK1700032'},{'spotify': 'https://open.spotify.com/track/0JTJPJ7tauhpyyYWzrrGXc'},https://api.spotify.com/v1/tracks/0JTJPJ7tauhpyyYWzrrGXc,0JTJPJ7tauhpyyYWzrrGXc,FALSE,Can't Buy the Mood,0,,TRUE,4,track,spotify:track:0JTJPJ7tauhpyyYWzrrGXc,[]
Can't Buy the Mood,['Tora'],1,176013,FALSE,FALSE,{'isrc': 'AUOPK1700034'},{'spotify': 'https://open.spotify.com/track/2bcptnO33YQMAlkvDvLj3Q'},https://api.spotify.com/v1/tracks/2bcptnO33YQMAlkvDvLj3Q,2bcptnO33YQMAlkvDvLj3Q,FALSE,Paramount,0,,TRUE,6,track,spotify:track:2bcptnO33YQMAlkvDvLj3Q,[]
Beginning EP (alternative Hip Hop),['Abhi The Nomad'],1,212432,FALSE,TRUE,{'isrc': 'SEYOK1430176'},{'spotify': 'https://open.spotify.com/track/5JpEgb6eMGuSHSNNxHu5Yc'},https://api.spotify.com/v1/tracks/5JpEgb6eMGuSHSNNxHu5Yc,5JpEgb6eMGuSHSNNxHu5Yc,FALSE,About Girls,34,https://p.scdn.co/mp3-preview/014ae09dfc2ae5281ce459fdff371cb6893a477f?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,5,track,spotify:track:5JpEgb6eMGuSHSNNxHu5Yc,
Bucket List Project,"['Saba', 'Jean Deaux']",1,201732,FALSE,TRUE,{'isrc': 'USUYG1115900'},{'spotify': 'https://open.spotify.com/track/3DlgDXIYtnWtJKiB8bZQMv'},https://api.spotify.com/v1/tracks/3DlgDXIYtnWtJKiB8bZQMv,3DlgDXIYtnWtJKiB8bZQMv,FALSE,Photosynthesis,65,https://p.scdn.co/mp3-preview/73018970fe1d9e0711fbfa87da1af82bd1f85a6b?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,8,track,spotify:track:3DlgDXIYtnWtJKiB8bZQMv,
treasure this life!,['Dantes'],1,133193,FALSE,FALSE,{'isrc': 'TCADI1764848'},{'spotify': 'https://open.spotify.com/track/5Z9NlKdZKDVRn5LwgI3Ruj'},https://api.spotify.com/v1/tracks/5Z9NlKdZKDVRn5LwgI3Ruj,5Z9NlKdZKDVRn5LwgI3Ruj,FALSE,treasure this life!,0,,TRUE,1,track,spotify:track:5Z9NlKdZKDVRn5LwgI3Ruj,[]
Thank You,['Quincy Mumford'],1,206866,FALSE,FALSE,{'isrc': 'GBKPL1820551'},{'spotify': 'https://open.spotify.com/track/7hiOhyoRgB7ycVsiNz2ipM'},https://api.spotify.com/v1/tracks/7hiOhyoRgB7ycVsiNz2ipM,7hiOhyoRgB7ycVsiNz2ipM,FALSE,Thank You,14,,TRUE,1,track,spotify:track:7hiOhyoRgB7ycVsiNz2ipM,[]
Used To You,['Foreign Air'],1,182866,FALSE,FALSE,{'isrc': 'US7VG1839924'},{'spotify': 'https://open.spotify.com/track/4Ljqat1WSPTQN4t0bGLPAs'},https://api.spotify.com/v1/tracks/4Ljqat1WSPTQN4t0bGLPAs,4Ljqat1WSPTQN4t0bGLPAs,FALSE,Used To You,34,,TRUE,1,track,spotify:track:4Ljqat1WSPTQN4t0bGLPAs,[]
Rarest of Birds,['Grizfolk'],1,209480,FALSE,FALSE,{'isrc': 'TCADQ1842555'},{'spotify': 'https://open.spotify.com/track/6hK0SJ7bCPSlmXB9yGVTr5'},https://api.spotify.com/v1/tracks/6hK0SJ7bCPSlmXB9yGVTr5,6hK0SJ7bCPSlmXB9yGVTr5,FALSE,Shaky in the Knees,0,,TRUE,7,track,spotify:track:6hK0SJ7bCPSlmXB9yGVTr5,[]
Filme moi,['Alice et Moi'],1,209901,FALSE,FALSE,{'isrc': 'FR9W11716791'},{'spotify': 'https://open.spotify.com/track/7f8ep7LmhUvhEIvlDfb9cj'},https://api.spotify.com/v1/tracks/7f8ep7LmhUvhEIvlDfb9cj,7f8ep7LmhUvhEIvlDfb9cj,FALSE,Filme moi,0,,TRUE,2,track,spotify:track:7f8ep7LmhUvhEIvlDfb9cj,[]
Salvador Dali,"['Royal & the Serpent', 'Marky Style']",1,184666,FALSE,FALSE,{'isrc': 'QM24S1918166'},{'spotify': 'https://open.spotify.com/track/78TEepWyt2RVRXhyC6L7zw'},https://api.spotify.com/v1/tracks/78TEepWyt2RVRXhyC6L7zw,78TEepWyt2RVRXhyC6L7zw,FALSE,Salvador Dali,39,https://p.scdn.co/mp3-preview/ddb1fc82a1437a1c2d18ea31adda0b5626df6f6a?cid=616b3b0f6c8a4ae3984ad23275a44dfb,TRUE,1,track,spotify:track:78TEepWyt2RVRXhyC6L7zw,
